,ab_duration_shortest_in_last_24h,adm_hosp_age,adm_hosp_oper__medical__ohe,atc_last_24h__g2__a0__ohe,atc_last_24h__g2__c0__ohe,atc_last_24h__g2__c1__ohe,atc_last_24h__g2__d0__ohe,atc_last_24h__g2__d1__ohe,atc_last_24h__g2__e0__ohe,atc_last_24h__g2__f0__ohe,atc_last_24h__g2__g0__ohe,atc_last_24h__g2__m0__ohe,atc_last_24h__g2__x0__ohe,atc_last_24h__g2__x1__ohe,atc_last_24h__g2__x2__ohe,bmi,bp_sys__event_m1d__min,crp__event_m3d__last,crp__event_m3d__trend,heart_rate__event_m1d__last,heart_rate__event_m1d__trend,is_sdd_within_14d_before_stop,is_sex__male,kreat__event_m1d__last,lactate__event_m3d__last,lactate__event_m3d__trend,leukocytes__event_m3d__last,leukocytes__event_m3d__trend,mic__is_positive__blood__event_m3d__any,mic__is_positive__sputum__event_m3d__any,mic__is_positive__tip__event_m3d__any,mic__is_positive__urine__event_m3d__any,mic__pathgen_high__event_m3d__ohe,mic__pathgen_low__event_m3d__ohe,mic__pathgen_medium__event_m3d__ohe,mic__pathgen_none__event_m3d__ohe,mic__pathgen_other__event_m3d__ohe,mic__sdd_positive__event_m3d__any,ph__arterial__event_m1d__max,ph__arterial__event_m1d__min,resp_rate__event_m1d__last,resp_rate__event_m1d__trend,sedation__event_m3d__any,sedation__event_m3d_m1d__any_increase_above_50p,start_on_icu,temperature__event_m1d__max,temperature__event_m1d__trend,trombocytes__event_m3d__last,trombocytes__event_m3d__trend
kreat__event_m1d__last,-0.1041072022525619,0.05524931114341701,0.0652793388843172,-0.005446506155083788,-0.05544090390581724,0.04282261606287144,0.005114371546876854,0.02206298440503879,-0.03832632783321336,0.004388736668422193,-0.01373384766847249,0.03687411049631668,-0.04044559442506039,0.05638710609389478,0.0028425749499957844,0.0867181607358643,-0.041113057791785174,0.1272973596467163,-0.024941862571499614,0.0361563361369304,-0.037740060389896746,0.04731967576609597,0.11612654505109804,1.0,0.15078992236416794,-0.02433414827824147,0.12004031681316957,-0.0012283936581522065,0.038010139912680624,-0.05818397948364569,0.007060453907784182,0.04201517377504697,-0.001389294260078903,0.03657094604322706,0.0289162968613609,0.0033044534724131305,-0.00816284027451414,-0.050473174277157216,-0.1687389522885482,-0.1986237347829913,0.0008948891851400042,-0.020452630668954128,-0.009540412572822923,0.037006188836159866,-0.06510354076414125,-0.0673169291320535,-0.005570298337886774,-0.1857267891710294,-0.002427045827053076
lactate__event_m3d__last,-0.08374919514617504,0.03493092084240392,0.04796560945530487,-0.027826111906213844,-0.015282610714366996,-0.03979208609127299,0.013045408487270175,0.026718719947144212,-0.00856525331186547,-0.0038535603655398816,0.051506560417336346,0.02125208523046465,-0.00833851133796088,0.06625237198015066,-0.009222198129732507,0.01641912645667905,-0.15614021938762473,-0.01969519693265528,-0.05875533004026147,0.10880280640934749,-0.012445297834209503,0.02977584196043734,-0.061276606047318494,0.15078992236416794,1.0,-0.02891625593510728,0.11055946110437673,0.002709990171602994,-0.02758537049577331,-0.07054077172659777,-0.02085563025237131,8.115812431836073e-05,-0.01662433798627847,-0.027270047652541117,-0.0013846407476985276,0.011302771087714509,-0.01838988476182991,-0.058802699265838636,-0.04281684826430671,-0.1563156114787369,-0.020227706656448605,-0.022296613352973005,-0.09031192105920295,-0.029499092218365948,-0.10575124263590222,-0.027079271792150087,0.018522525966022815,-0.15425830354369652,0.013145471994835274
lactate__event_m3d__trend,0.034077477765765675,0.04124891786936732,0.0042980517463999095,0.004123052931818217,-0.016348179613996684,0.015453167077673283,-0.011112140481042187,0.008046424060376882,0.014476533689985058,0.011275730359537838,-0.0004112175788810406,0.014456653767462167,0.01847748449274812,-0.006282062689364241,0.0024922120073376866,0.04260122839991,-0.001347990799611302,-0.04087613976113239,0.003365844412952747,0.00853672567228229,0.044730208569574804,0.01660811848488289,-0.017350874803777686,-0.02433414827824147,-0.02891625593510728,1.0,-0.015225773528460282,-0.03997415023015264,0.010232563916038759,0.021193200276163098,0.0075603260156475675,0.0018756386015417485,0.004459807438811912,0.0015511182221046374,0.0075807396025543245,0.020357230875082895,-0.04464296214986403,0.012105850940376845,0.06929060353276276,0.06682887797351904,0.05202205273045241,-0.017680208047643368,0.03486746990524789,0.014342220133931,0.034434483027806675,0.035053723850108826,-0.13221793463408682,0.03374631919874662,0.06374375214946718
leukocytes__event_m3d__last,-0.04624048668205057,-0.005455814016843096,-0.07721807137502217,0.00449874515745609,-0.007881870743087068,-0.014669763809216831,-0.015397996687902977,-0.016525169857280114,0.02271131009858855,-0.003840670947302426,0.00983047724522401,0.019126545470540036,0.051616051139446555,0.0750486536514891,-0.012656268649499213,-0.021212783285997985,-0.05491995560346397,0.03130888034654993,-0.0100021926963999,0.08266725860544832,-0.03193642541317647,-0.012940330487537368,-0.051505561389786784,0.12004031681316957,0.11055946110437673,-0.015225773528460282,1.0,0.2652371718466199,0.0014064694048533679,-0.0062542104847422295,0.027200980393910855,0.013746020492273402,0.006147252651653775,-0.003404623202528998,0.008895189205479725,-0.009984001220429957,-0.013212383074339864,-0.03221820470536316,-0.046327946704814646,-0.06620316804260451,0.07227479071555892,0.006250626799903767,0.015511759706481505,0.008650951037328186,0.02100600981364788,-0.002846661432846496,-0.002278834831766067,0.07687613246258668,0.0007333658458056438
leukocytes__event_m3d__trend,-0.0041488911716060116,-0.0006251427764481124,0.019606513249771577,0.00018663081949389556,-0.0034477011927974257,-0.007577920381774945,-0.003964552383863568,0.0057454943701475926,0.039663623647450595,0.00065318426973995,-0.008473239468697097,-0.013641477090846036,0.014534166927605187,-0.017239460607729983,-0.008268994257690123,0.012191139377625922,-0.012535987528838567,-0.011417889539994982,-0.019316907514753855,0.03767100144889072,-0.014527855487669,-0.03437280657282895,0.0023663745691168,-0.0012283936581522065,0.002709990171602994,-0.03997415023015264,0.2652371718466199,1.0,0.022488329100972034,-0.004605167531565325,-0.006124765415731666,-0.0035493549974433677,0.0004943280352306211,0.046808451298151116,0.002411991739753578,-0.0017881292847003278,-0.003986096915614318,-0.00583589837369421,0.0024982417779395812,0.010770967860022808,0.007971026051194824,0.0013695429551852604,-0.00464394227737375,-0.00165359477785531,0.01576475507809061,0.018093179421212812,-0.001965208311512507,-0.016251707881857234,0.11718862412566362
mic__is_positive__blood__event_m3d__any,-0.0624125608871283,0.00835818030040715,0.05983041814707915,-0.03565361455279246,-0.02173460123743452,0.06514213930565732,-0.0753527221461419,0.01765690785436529,-0.0013080590495515897,-0.0025182331781733107,0.013975942486119006,-0.018593238830993893,0.18903123131785743,-0.02448605823351261,-0.02717448414369698,0.041339305795001315,-0.029322731463270992,0.08172877934993014,0.02670392236890029,0.05371279469515731,0.026867895665300703,-0.045786408962377456,0.008979268354049557,0.038010139912680624,-0.02758537049577331,0.010232563916038759,0.0014064694048533679,0.022488329100972034,1.0,0.07809714389416246,0.25790009281988135,0.08525815996122764,0.09916144951319798,0.7926298503525868,0.26452874076873545,-0.0549598323123632,0.01711537318479507,-0.014592161380712903,-0.023327409783378644,-0.01967642973158587,0.0676223765801445,-0.02685059385044863,0.0638058678560023,0.035261667448115645,0.014241846612936407,0.08687619651145966,-0.013796719693744266,0.033587460992985846,0.02248216138458064
mic__is_positive__sputum__event_m3d__any,-0.011448877802341538,0.046711918361233444,0.04519799194241777,0.0020721094020998217,-0.04837340406432089,0.04072244183371138,0.015291350590304217,0.007222556515020318,0.046692618880247776,-0.033744487463740896,-0.04695027838118362,0.07889488834293493,-0.05550973490945326,-0.06332722365903772,-0.004315840482204664,0.02984353191814886,-0.0025666220081715526,0.019139927117581654,-0.052711500089416045,-0.011354545949200382,0.027278201193399795,0.012215625673289082,0.04662172818669006,-0.05818397948364569,-0.07054077172659777,0.021193200276163098,-0.0062542104847422295,-0.004605167531565325,0.07809714389416246,1.0,0.015466803293319144,0.017149742466499286,0.7861393949262024,-0.00987603556348371,0.1320037142307061,-0.31951104134636116,0.36389045987743046,0.22892031341529168,-0.030183033361119792,-0.030606878827232318,0.015122410313839227,-0.02292362747412865,0.0403619642359563,0.008672386911721857,0.03504157657688959,-0.0033023843399956595,0.0024815380384271765,0.02867452023053031,0.003517536425704767
mic__is_positive__tip__event_m3d__any,-0.027557483336690777,0.019262028881484563,0.027738948595554314,-0.0030207464535939536,-0.030278530970242055,0.04199503984059279,-0.06778730379993533,0.019350474921635965,0.02691706750998879,-0.019019253299854943,-0.020948972555267203,-0.0027076610098310545,0.12295321469884454,-0.026663179778917682,-0.014105558556065411,0.04872874260604102,-0.012412275784956963,0.025370279716499543,0.0035309847042177137,0.005847097548414289,-0.007705691463505846,-0.045775309633828455,0.029913571441615276,0.007060453907784182,-0.02085563025237131,0.0075603260156475675,0.027200980393910855,-0.006124765415731666,0.25790009281988135,0.015466803293319144,1.0,-0.014230668296984396,0.00963344482038561,0.45801992489020904,0.3000191184687953,-0.0007285021973906528,-0.00017364245643769512,-0.008125595438519942,-0.07406252017369722,-0.07448734238453569,0.0778758011576986,-0.0020212869874003526,0.06807441899059692,0.009925967097785874,0.05676069092220268,0.04231763153649969,-0.007626614124584789,0.047042817611564605,-0.0023566609108611274
mic__is_positive__urine__event_m3d__any,-0.02434240491972412,0.03203150038915703,-0.009977535948167447,-0.01377059785276848,0.009001837865088087,0.0008344513387756779,0.007766748841160119,0.016406005441141177,-0.019896571195570513,-0.01415186618632054,0.0025763613627875544,0.005254603664972387,-0.010708398445570536,0.009189043334210808,-0.010495678984950952,-0.004572348756798643,-0.01999394516346828,0.004970462535074171,0.08995648764269733,0.029260109352896625,-0.010865991861849684,0.006441363242459665,-0.06632790501847613,0.04201517377504697,8.115812431836073e-05,0.0018756386015417485,0.013746020492273402,-0.0035493549974433677,0.08525815996122764,0.017149742466499286,-0.014230668296984396,1.0,0.16092328060591363,0.0020715495008912068,0.14966187277652393,-0.08321882961865265,0.14608091794109082,-0.02452537947348326,-0.002256312850772585,-0.0012778377577194904,-0.0036760785204849023,-0.030303871319016542,-0.023358419995328224,0.016317256154094004,-0.07060211445292285,-0.03192407427384674,-0.010675104262674536,-0.012914631033146174,-0.00992678289382558
mic__pathgen_high__event_m3d__ohe,-0.03548822603825285,0.0645593690052443,0.027294089036630657,-0.013068479953281711,-0.05935463857799092,0.09381659518886697,-0.005567867874771206,0.015409138499333995,0.050757012812872655,-0.02581941206527293,-0.0050023290128586775,0.05828479802463967,-0.09583041390670838,-0.056574827577269095,-0.01852866580298037,0.018840110064959056,-0.021219476465914985,0.054799782187685775,-0.03284793078802584,-0.015519931540978565,0.023259362621003705,-0.027240994932796865,0.0043842326028725185,-0.001389294260078903,-0.01662433798627847,0.004459807438811912,0.006147252651653775,0.0004943280352306211,0.09916144951319798,0.7861393949262024,0.00963344482038561,0.16092328060591363,1.0,0.007104387070662986,0.021925562646155722,-0.29616773579576144,0.05815303588416792,0.2106965684557437,-0.039528924500179155,-0.04508545708658376,-0.006865277514548034,-0.026526459933940056,-0.017826205503309215,-0.009264327870919499,0.0036304790919639194,-0.05771459829308079,0.028379017211582275,-0.0012341448416200947,0.00541633020603469
mic__pathgen_low__event_m3d__ohe,-0.07177551814154269,0.007238335865187092,0.07266166407364806,-0.03189568103268925,-0.003173474176600682,0.013974536833311605,-0.06637430524703869,0.021943918788848212,-0.001352701540553978,-0.012228499320456167,-0.015602394771979783,-0.024833664051352046,0.17954222805200226,-0.02881526233891261,-0.028908400539257372,0.049572791909514906,-0.014822758493066532,0.018096310655277482,-0.0038317906695624557,0.02326949335716088,0.01967976413869258,-0.05131335416783153,0.02614412426955311,0.03657094604322706,-0.027270047652541117,0.0015511182221046374,-0.003404623202528998,0.046808451298151116,0.7926298503525868,-0.00987603556348371,0.45801992489020904,0.0020715495008912068,0.007104387070662986,1.0,0.20438876355680757,-0.02928940589687438,-0.011180056935586262,-0.015997524446437046,-0.05958288804580267,-0.061934038849413016,0.08290907776152906,-0.005437530204108345,0.06630064985993236,0.020217837394878452,0.02581150010442253,0.08834068522558076,-0.0006966456339752644,0.06475122896494882,0.03373752323859643
mic__pathgen_medium__event_m3d__ohe,-0.04949609157628823,0.022147847690103344,0.07066166689066591,-0.012893860643005264,-0.00458724727398982,0.0017435111174225256,-0.09146314324571302,0.01520181691208565,0.04360467885590336,-0.006840893103962008,-0.01579441960280626,-0.029832157018477214,0.1338035877906213,-0.02898718828814848,0.024840609178190434,0.0036838186078135358,-0.048865577871196504,-0.0028904447165556996,0.006946358939326244,0.02485501155356321,-0.018536354015017707,-0.0826554834028943,0.011693470972150587,0.0289162968613609,-0.0013846407476985276,0.0075807396025543245,0.008895189205479725,0.002411991739753578,0.26452874076873545,0.1320037142307061,0.3000191184687953,0.14966187277652393,0.021925562646155722,0.20438876355680757,1.0,-0.05088305718396085,0.01231258367170281,0.08651170004819013,-0.03432467134356759,-0.04146994708105989,0.057529786084770065,-0.03134643226644674,0.0416981015042713,0.004111511630801045,0.047762007732723086,0.016065324215646243,0.034767382798493285,0.024013235871825273,-0.002694335131543348
mic__pathgen_none__event_m3d__ohe,-0.016060773704056418,-0.04692387308862978,0.03435040285504048,-0.019283253563444045,0.00029891630158816203,0.03106775079299964,-0.01146768178613749,0.03564098063895411,-0.019868241747026158,-0.016677117315662023,-0.02585466321537051,-0.04713288661357422,0.03174090990492793,0.008562200431049142,-0.034876854668966284,0.0021888483461532894,-0.010171905321039352,-0.029153053487446824,0.038412515267255344,0.029925798001496372,-0.017271367959452315,-0.009238343939295264,0.025553683793734332,0.0033044534724131305,0.011302771087714509,0.020357230875082895,-0.009984001220429957,-0.0017881292847003278,-0.0549598323123632,-0.31951104134636116,-0.0007285021973906528,-0.08321882961865265,-0.29616773579576144,-0.02928940589687438,-0.05088305718396085,1.0,-0.16645679029035804,-0.29251372794721725,0.023835311733154136,0.0003015675631440201,0.0027620801639851337,0.00683401320862324,0.03301379826011324,0.029376692867831716,0.027717879715865826,0.07888639340354776,0.01370932030059377,0.02868686232003227,3.891260261206423e-05
mic__pathgen_other__event_m3d__ohe,-0.019178611320857852,0.06243287187364912,0.005877221520812491,-0.015434837107405532,0.007146024248106277,0.00648661059775024,0.027432214330975868,0.005524463743454853,-0.014070381816272204,-0.009260711107739638,-0.03168514922693322,0.07712906439422651,-0.04140901243494758,0.01526145040082089,0.0006302812229795276,-0.02866981585854188,0.015429526758162317,0.009446201727737554,-0.020597053240349494,0.01091991612640861,0.0002548592432652331,0.09477499286306633,-0.011660531922199756,-0.00816284027451414,-0.01838988476182991,-0.04464296214986403,-0.013212383074339864,-0.003986096915614318,0.01711537318479507,0.36389045987743046,-0.00017364245643769512,0.14608091794109082,0.05815303588416792,-0.011180056935586262,0.01231258367170281,-0.16645679029035804,1.0,-0.022504334611431143,-0.07064047446694152,-0.05948652248624968,0.004155393294115732,0.007218161690187878,-0.0003667389230668874,-0.016913046480074526,-0.12499945120947342,-0.01428881979777168,0.019760991985332287,-0.05250079949024861,0.0029451455101061224
mic__sdd_positive__event_m3d__any,0.10781097541690171,-0.0005713920683302472,-0.06175653724654552,0.03528018325294741,-0.008319423958285221,-0.04421102905444195,-0.03794812355429271,-0.03348404963095788,0.06668740893525107,-0.013504504960727543,-0.016705974392738923,0.04077629280571701,-0.04289976177603334,-0.03318784830361114,0.1011062306569767,-0.010840668057573557,-0.010883557431037194,-0.06505906725108727,-0.005198039165946388,0.0059005430167946024,0.03300500008080733,-0.04172866086262934,-0.026443617182683923,-0.050473174277157216,-0.058802699265838636,0.012105850940376845,-0.03221820470536316,-0.00583589837369421,-0.014592161380712903,0.22892031341529168,-0.008125595438519942,-0.02452537947348326,0.2106965684557437,-0.015997524446437046,0.08651170004819013,-0.29251372794721725,-0.022504334611431143,1.0,0.011016625111200249,0.019787336480152667,-0.02607257677718657,-0.020605554643459128,0.02328974449817595,-0.03742684267316784,0.019762081613793073,-0.06387977400075766,0.002353043165501998,0.042459959457838446,0.006148487797098723
ph__arterial__event_m1d__max,-0.01849900791918321,-0.024411509073302987,-0.12992825847880235,-0.014817874581866959,0.010005851703252591,-0.0035762245025782206,0.07507670450709718,-0.0057316115105655995,-0.031603301432135134,-0.007583453329333777,0.041032390721971485,-0.09357562447489275,0.012207442660881921,-0.015639400826085913,-0.039536273013799604,-0.07285040133891761,0.13385532058383295,-0.09826728847040309,-0.0037563802486688617,-0.02444881086266962,0.06255732639766111,0.0626271825300237,-0.007423309103789906,-0.1687389522885482,-0.04281684826430671,0.06929060353276276,-0.046327946704814646,0.0024982417779395812,-0.023327409783378644,-0.030183033361119792,-0.07406252017369722,-0.002256312850772585,-0.039528924500179155,-0.05958288804580267,-0.03432467134356759,0.023835311733154136,-0.07064047446694152,0.011016625111200249,1.0,0.7080413867072193,-0.064038803993272,0.014349425938497855,0.07214411245992608,0.07194337788363973,0.06515181293593572,0.22697174036636253,-0.03206966731779562,0.11359615799085389,0.021607929526409567
ph__arterial__event_m1d__min,0.05064164934688412,-0.03794396769181304,-0.13981816504648567,-0.008874204227576305,0.015158619587198106,0.016693431251905266,0.05716210684331884,-0.011790646877263255,-0.018318452997469786,-0.008126978763562475,0.027508961748824078,-0.10574424788546861,-0.00011077607442950927,-0.00808148261828466,-0.008029027105262139,-0.05894372076849244,0.2272067446052457,-0.09856097431227634,0.026877935504406467,-0.0350572442267521,0.044418693270259435,0.03399690165935546,-0.03443386123011005,-0.1986237347829913,-0.1563156114787369,0.06682887797351904,-0.06620316804260451,0.010770967860022808,-0.01967642973158587,-0.030606878827232318,-0.07448734238453569,-0.0012778377577194904,-0.04508545708658376,-0.061934038849413016,-0.04146994708105989,0.0003015675631440201,-0.05948652248624968,0.019787336480152667,0.7080413867072193,1.0,-0.052616713627625676,-0.000727335533339963,0.07333080851224744,0.05334352061364453,0.09528761073345833,0.18188954321984582,-0.03204313425161815,0.15449664277022354,0.002764676916441424
resp_rate__event_m1d__last,0.025610589004660882,0.01282745354724335,0.025192063499805687,0.006945229453666062,-0.019392058902723566,0.00793931076560549,-0.05381530021222566,0.06950809595064382,0.02329048132415612,0.025004645401762924,-0.013848117646781252,0.01193301306762231,0.08380085137573008,-0.020523018050534775,0.033475196687783836,0.05118270891682168,-0.015420867458887526,0.09563405684289145,-0.007462782013220322,0.178780454241773,0.024607053570333784,-0.04966931867131232,-0.004953467957307406,0.0008948891851400042,-0.020227706656448605,0.05202205273045241,0.07227479071555892,0.007971026051194824,0.0676223765801445,0.015122410313839227,0.0778758011576986,-0.0036760785204849023,-0.006865277514548034,0.08290907776152906,0.057529786084770065,0.0027620801639851337,0.004155393294115732,-0.02607257677718657,-0.064038803993272,-0.052616713627625676,1.0,0.14185594418850844,0.05904452557792888,-0.025945925270221548,0.036504591610364,0.06949253237304816,-0.03104089717705705,0.05835680748737748,-0.00018625846667059672
resp_rate__event_m1d__trend,-0.0059979879839566095,-0.00802642890052143,-0.004763233720112066,0.011467981301183369,-0.019060169055003334,-0.007931894660826912,0.003787390620901217,0.021230912226069185,-0.020443815439019637,0.014520362714581193,-0.008344252751467456,-0.0030671992351832735,-0.009731960418878617,-0.003526578077086522,-0.0020869739610273374,-0.01360230873207797,-0.006096819005329502,-0.018113052137389018,0.0007508076013927345,-0.0007878702660589164,-0.013509054952931804,0.016337011310134007,0.017192497779313275,-0.020452630668954128,-0.022296613352973005,-0.017680208047643368,0.006250626799903767,0.0013695429551852604,-0.02685059385044863,-0.02292362747412865,-0.0020212869874003526,-0.030303871319016542,-0.026526459933940056,-0.005437530204108345,-0.03134643226644674,0.00683401320862324,0.007218161690187878,-0.020605554643459128,0.014349425938497855,-0.000727335533339963,0.14185594418850844,1.0,0.05573524179278731,0.03871381693494401,-0.0013533747889867998,0.0022576802167871843,0.00441017502592342,0.0049312940972466215,0.004714083839048082
sedation__event_m3d__any,0.061762968550354326,-0.02541193055855666,-0.08393610635019744,7.132257024819765e-05,0.03617523108860083,0.05368459724710679,-0.08642638422030913,0.004676401461125002,0.032034155624719604,-0.015238120301435372,0.022542373114124152,-0.027222113593291762,0.023464934157811403,0.010038428332123098,0.0031995131905663723,-0.03987580453619306,0.017707311448702925,0.03430744814811823,0.013496443040527991,-0.0019587338197281927,0.02027231704859272,-0.03842617306566898,0.10175034275948858,-0.009540412572822923,-0.09031192105920295,0.03486746990524789,0.015511759706481505,-0.00464394227737375,0.0638058678560023,0.0403619642359563,0.06807441899059692,-0.023358419995328224,-0.017826205503309215,0.06630064985993236,0.0416981015042713,0.03301379826011324,-0.0003667389230668874,0.02328974449817595,0.07214411245992608,0.07333080851224744,0.05904452557792888,0.05573524179278731,1.0,0.4982906900223309,0.08290317516751464,0.0751686219042391,-0.0311350054846321,0.0695909900025311,0.026219497339320084
sedation__event_m3d_m1d__any_increase_above_50p,-0.0035501767347345553,-0.029797512350699606,-0.03556713675408109,-0.012038248556135915,0.008419924626618058,0.016427843653901,-0.007368003201919678,0.005409807341769388,0.000360412994270852,-0.030195933421698174,0.017562548148916852,-0.013052851413952826,-0.004716473472082922,0.01619942941433217,0.004625140926155194,0.013046758316549625,0.008391321778048605,0.004803500757252084,0.026676997992982322,-0.021393455279680035,-0.018924942086315153,0.021826332561793463,0.042295297632469975,0.037006188836159866,-0.029499092218365948,0.014342220133931,0.008650951037328186,-0.00165359477785531,0.035261667448115645,0.008672386911721857,0.009925967097785874,0.016317256154094004,-0.009264327870919499,0.020217837394878452,0.004111511630801045,0.029376692867831716,-0.016913046480074526,-0.03742684267316784,0.07194337788363973,0.05334352061364453,-0.025945925270221548,0.03871381693494401,0.4982906900223309,1.0,0.028576707583655412,0.0425238998115389,-0.023815437157271756,-0.014353428358914419,-0.000642197703985089
start_on_icu,-0.095885634761972,-0.08403121948291559,0.01167251761504858,-0.0028477077354248687,-0.05812481027331772,0.028678724543523493,-0.008881212721507381,-0.04841901601723448,0.0016675787284490028,-0.03147414631842063,-0.06383307136814924,-0.05098994637605107,0.07464320030902681,-0.19954495641831674,-0.008555738601510902,0.06655464148514016,0.028922997722304847,-0.0728842933272468,0.023003261156578067,0.001401476087744881,0.035453312192986,-0.1324027316386371,0.017717709376361048,-0.06510354076414125,-0.10575124263590222,0.034434483027806675,0.02100600981364788,0.01576475507809061,0.014241846612936407,0.03504157657688959,0.05676069092220268,-0.07060211445292285,0.0036304790919639194,0.02581150010442253,0.047762007732723086,0.027717879715865826,-0.12499945120947342,0.019762081613793073,0.06515181293593572,0.09528761073345833,0.036504591610364,-0.0013533747889867998,0.08290317516751464,0.028576707583655412,1.0,0.10605456694656243,-0.01048214723684736,0.0908078912755091,0.008198750867233139
temperature__event_m1d__max,-0.0967051533554142,-0.1537315473921279,-0.020818398742115864,-0.028939678490683546,0.014726678304865796,-0.016323807841714503,-0.014406916268273427,0.011749926425820567,-0.033905050870546884,-0.023336169038361988,0.006977179570171862,0.02371206512283479,0.1301379140876119,-0.01875634087202369,-0.03493953155316342,0.07782926435936724,0.012111278567663824,0.16984489038689574,0.01670828631909463,0.17505207814350926,-0.02955989597211933,-0.051263007529776326,0.036824071292128606,-0.0673169291320535,-0.027079271792150087,0.035053723850108826,-0.002846661432846496,0.018093179421212812,0.08687619651145966,-0.0033023843399956595,0.04231763153649969,-0.03192407427384674,-0.05771459829308079,0.08834068522558076,0.016065324215646243,0.07888639340354776,-0.01428881979777168,-0.06387977400075766,0.22697174036636253,0.18188954321984582,0.06949253237304816,0.0022576802167871843,0.0751686219042391,0.0425238998115389,0.10605456694656243,1.0,-0.0851554544853778,0.10324162536312183,0.00910404172935833
temperature__event_m1d__trend,-0.03407012531043839,-0.003767673176988095,0.03250650258828309,0.0015405851574942207,-0.0005877993380893743,0.003693023696945803,0.004492132880829399,-0.009973118153604075,-0.017714827957402382,0.006390112509867672,-0.00852591418536994,0.0002698660502782069,-0.014252078611557625,-0.0037303389820719803,-0.00996884457861851,0.0013268356504552415,0.029768040650980866,-0.014855399862065884,-0.06069281123431136,-0.0066564859780039246,0.17832395089573877,-0.003398111566645574,-0.02573612071019794,-0.005570298337886774,0.018522525966022815,-0.13221793463408682,-0.002278834831766067,-0.001965208311512507,-0.013796719693744266,0.0024815380384271765,-0.007626614124584789,-0.010675104262674536,0.028379017211582275,-0.0006966456339752644,0.034767382798493285,0.01370932030059377,0.019760991985332287,0.002353043165501998,-0.03206966731779562,-0.03204313425161815,-0.03104089717705705,0.00441017502592342,-0.0311350054846321,-0.023815437157271756,-0.01048214723684736,-0.0851554544853778,1.0,-0.00941914582172923,0.008526724452853547
trombocytes__event_m3d__last,0.10217269141500238,-0.07487725663506163,-0.1147735272641424,0.060841581558557276,0.034381547498074844,0.06391956232230453,-0.06263127161824868,-0.0385479317815488,0.03644658431928453,-0.0018699928143678707,-0.015901348605696617,-0.013638065462186821,0.023736237273909694,-0.0422680380854647,-0.011868721003894073,-0.01723831229237094,0.0382630414667357,-0.061152297749115105,-0.016310202116264615,0.02051820528654508,0.004521994014498159,-0.09100444146553448,0.007326313527343885,-0.1857267891710294,-0.15425830354369652,0.03374631919874662,0.07687613246258668,-0.016251707881857234,0.033587460992985846,0.02867452023053031,0.047042817611564605,-0.012914631033146174,-0.0012341448416200947,0.06475122896494882,0.024013235871825273,0.02868686232003227,-0.05250079949024861,0.042459959457838446,0.11359615799085389,0.15449664277022354,0.05835680748737748,0.0049312940972466215,0.0695909900025311,-0.014353428358914419,0.0908078912755091,0.10324162536312183,-0.00941914582172923,1.0,0.03159737129721675
trombocytes__event_m3d__trend,-0.002175742160590866,-0.015018792102269717,0.007810309359084137,0.006750376193597788,-0.03648640496614944,-0.001626701900700791,-0.015439282428382864,0.03890384530438711,6.808714519984633e-05,-0.00494393900363619,-0.004665003498443562,-0.004268329875173315,0.023996696885685113,-0.007061845732452403,0.0036468468088263297,0.0013219398664686276,0.011166637298242028,0.008417237642955596,0.00015107641280425938,0.024960483911144353,0.02404971973663161,-0.03318422449287542,-0.00642418852161598,-0.002427045827053076,0.013145471994835274,0.06374375214946718,0.0007333658458056438,0.11718862412566362,0.02248216138458064,0.003517536425704767,-0.0023566609108611274,-0.00992678289382558,0.00541633020603469,0.03373752323859643,-0.002694335131543348,3.891260261206423e-05,0.0029451455101061224,0.006148487797098723,0.021607929526409567,0.002764676916441424,-0.00018625846667059672,0.004714083839048082,0.026219497339320084,-0.000642197703985089,0.008198750867233139,0.00910404172935833,0.008526724452853547,0.03159737129721675,1.0
